date,CT_conf_cases,ME_conf_cases,VT_conf_cases,vt_avg_temp_t,vt_prcp,me_avg_temp,me_prcp,ct_avg_temp,ct_prcp
2020-11-14,22083,23,23,17,0,25.0,0.0,53.0,0.0
2020-11-15,22083,24,23,17,117,0.0,102.0,27.0,157.0
2020-11-16,23266,24,25,53,20,33.0,130.0,104.0,0.0
2020-11-17,23636,24,25,11,0,-22.0,3.0,46.0,0.0
2020-11-18,24154,28,25,-52,0,-55.0,0.0,-1.0,0.0
2020-11-19,24706,28,26,0,0,-69.0,0.0,-12.0,0.0
2020-11-20,25182,32,26,105,0,28.0,0.0,96.0,0.0
2020-11-21,25182,34,26,69,0,28.0,0.0,101.0,0.0
2020-11-22,25182,35,28,9,0,-39.0,3.0,47.0,8.0
2020-11-23,26424,35,28,44,56,14.0,391.0,63.0,201.0
2020-11-24,26555,38,36,-17,0,-57.0,0.0,33.0,0.0
2020-11-25,27061,40,35,14,23,-41.0,48.0,19.0,3.0
2020-11-26,27061,41,35,75,64,14.0,104.0,79.0,229.0
2020-11-27,27844,41,35,72,0,44.0,0.0,84.0,0.0
2020-11-28,27844,41,37,44,18,19.0,8.0,87.0,0.0
2021-01-01,46680,117,80,-14,5,-63.0,0.0,-2.0,46.0
2021-01-02,47726,117,80,-13,122,-52.0,251.0,23.0,53.0
2021-01-03,47726,120,80,-11,18,-58.0,0.0,-8.0,30.0
2021-01-04,48913,125,82,6,0,-41.0,0.0,5.0,3.0
2021-01-05,49560,129,87,-14,0,-38.0,0.0,9.0,0.0
2021-01-06,50223,130,90,-33,5,-44.0,0.0,13.0,0.0
2021-01-07,51050,136,92,-36,0,-55.0,0.0,7.0,0.0
2021-01-08,51890,137,97,-77,0,-74.0,15.0,-11.0,0.0
2021-01-09,51890,141,98,-66,0,-55.0,0.0,-23.0,0.0
2021-01-10,51890,142,100,-60,0,-66.0,0.0,-4.0,0.0
2021-01-11,53892,143,101,-63,0,-74.0,0.0,-41.0,0.0
2021-01-12,54900,149,101,0,0,-27.0,10.0,-27.0,0.0
2021-01-13,55710,150,101,0,0,-27.0,0.0,3.0,0.0
2021-01-14,55926,152,105,14,0,-19.0,0.0,9.0,10.0
2021-01-15,56292,155,109,-8,0,-11.0,0.0,16.0,0.0
2021-01-16,56292,162,110,22,180,-11.0,152.0,38.0,411.0
2021-01-17,56292,163,110,14,25,-11.0,33.0,28.0,0.0
2021-01-18,58134,165,110,-41,30,-69.0,0.0,39.0,0.0
2021-01-19,58705,166,111,-69,3,-105.0,0.0,0.0,0.0
2021-01-20,59147,174,111,-88,23,-88.0,0.0,-1.0,0.0
2021-01-21,59573,177,113,-80,5,-130.0,0.0,-41.0,0.0
2021-01-22,60027,180,116,-25,0,-72.0,28.0,3.0,0.0
2021-01-23,60027,181,116,-91,10,-110.0,0.0,-22.0,0.0
2021-01-24,60027,181,120,-99,0,-144.0,0.0,-67.0,0.0
2021-01-25,61606,187,119,-102,0,-96.0,0.0,-48.0,0.0
2021-01-26,61904,189,120,-41,5,-74.0,0.0,-29.0,51.0
2021-01-27,62520,193,122,-30,5,-30.0,15.0,-16.0,13.0
2021-01-28,62913,194,125,-85,0,-74.0,3.0,-23.0,0.0
2021-01-29,63211,196,125,-144,0,-138.0,23.0,-105.0,0.0
2021-01-30,63211,200,129,-152,0,-155.0,0.0,-103.0,0.0
2021-01-31,63211,203,130,-155,0,-133.0,0.0,-113.0,0.0
2021-02-01,64265,205,132,-141,0,-107.0,3.0,-59.0,312.0
2021-02-02,64818,208,130,-63,79,-41.0,221.0,-1.0,13.0
2021-02-03,64924,212,131,-19,15,-24.0,3.0,-2.0,0.0
2021-02-04,65172,214,131,-36,3,-36.0,5.0,-2.0,0.0
2021-02-05,65496,223,131,-30,46,-66.0,15.0,-15.0,3.0
2021-02-06,65496,227,133,-28,0,-47.0,5.0,4.0,0.0
2021-02-07,65496,230,134,-63,3,-105.0,30.0,-29.0,66.0
2021-02-08,66561,232,135,-88,0,-105.0,0.0,-53.0,0.0
2021-02-09,66761,234,136,-83,30,-130.0,8.0,-58.0,43.0
2021-02-10,66945,236,139,-85,3,-108.0,0.0,-53.0,0.0
2021-02-11,67142,238,140,-99,0,-127.0,0.0,-43.0,3.0
2021-02-12,67328,239,143,-147,0,-149.0,0.0,-70.0,0.0
2021-02-13,67328,241,146,-149,0,-130.0,0.0,-58.0,0.0
2021-02-14,67328,241,148,-72,0,-85.0,0.0,-18.0,0.0
2021-02-15,67994,241,153,-88,5,-74.0,3.0,-9.0,5.0
2021-02-16,68055,242,154,-36,157,-55.0,231.0,7.0,193.0
2021-02-17,68159,242,158,-85,0,-99.0,0.0,-23.0,0.0
2021-02-18,68277,242,158,-83,0,-99.0,0.0,-47.0,18.0
2021-02-19,68527,244,158,-49,5,-82.0,0.0,-33.0,28.0
2021-02-20,68527,244,160,-60,0,-77.0,0.0,-18.0,0.0
2021-02-21,68527,244,160,-58,0,-80.0,0.0,-37.0,0.0
2021-02-22,69078,245,160,-58,15,-74.0,76.0,-34.0,89.0
2021-02-23,69407,246,160,19,8,-19.0,0.0,20.0,0.0
2021-02-24,69674,249,160,42,3,11.0,30.0,50.0,0.0
2021-02-25,69857,258,161,3,10,-58.0,8.0,53.0,0.0
2021-02-26,69982,262,162,-38,0,-108.0,0.0,9.0,0.0
2021-02-27,69982,276,163,3,13,-50.0,104.0,11.0,69.0
2021-02-28,69982,281,165,25,0,17.0,0.0,26.0,10.0
2021-03-01,70543,286,166,-27,15,-61.0,107.0,31.0,66.0
2021-03-02,70637,293,167,-108,0,-169.0,0.0,-51.0,0.0
2021-03-03,70703,303,167,-46,10,-74.0,0.0,4.0,0.0
2021-03-04,70878,310,168,-47,3,-96.0,0.0,29.0,0.0
2021-03-05,71020,323,169,-77,0,-127.0,0.0,-28.0,0.0
2021-03-06,71020,327,170,-68,0,-105.0,0.0,-26.0,0.0
2021-03-07,71020,328,171,-61,0,-82.0,0.0,-27.0,0.0
2021-03-08,71388,332,171,-66,0,-58.0,0.0,-17.0,0.0
2021-03-09,71515,333,171,12,0,-41.0,0.0,63.0,0.0
2021-03-10,71581,339,172,31,0,9.0,0.0,49.0,0.0
2021-03-11,71722,342,178,125,0,50.0,0.0,87.0,0.0
2021-03-12,71925,344,180,58,3,55.0,0.0,132.0,0.0
2021-03-13,71925,353,181,-14,0,-36.0,0.0,46.0,0.0
2021-03-14,71925,356,182,-44,0,-94.0,8.0,34.0,0.0
2021-03-15,72446,359,182,-99,0,-163.0,0.0,-36.0,0.0
2021-03-16,72564,363,185,-44,0,-88.0,0.0,-32.0,0.0
2021-03-17,72636,365,191,34,0,0.0,0.0,24.0,3.0
2021-03-18,72873,366,193,17,10,-8.0,0.0,58.0,185.0
2021-03-19,73092,369,198,-44,0,-88.0,0.0,29.0,0.0
2021-03-20,73092,373,200,31,0,3.0,0.0,40.0,0.0
2021-03-21,73092,373,200,70,0,72.0,0.0,78.0,0.0
2021-03-22,73683,373,201,89,0,81.0,0.0,80.0,0.0
2021-03-23,73835,373,202,103,0,83.0,0.0,88.0,0.0
2021-03-24,74073,373,202,103,3,80.0,0.0,103.0,28.0
2021-03-25,74346,374,203,172,0,69.0,8.0,143.0,41.0
2021-03-26,74654,375,207,128,104,44.0,97.0,158.0,15.0
2021-03-27,74654,377,207,50,0,0.0,10.0,132.0,0.0
2021-03-28,74654,379,209,55,56,-5.0,140.0,94.0,234.0
2021-03-29,75294,380,210,31,3,-5.0,5.0,87.0,0.0
2021-03-30,75665,382,210,73,0,22.0,0.0,69.0,0.0
2021-03-31,75802,384,213,111,53,64.0,0.0,121.0,64.0
2021-04-01,76038,388,213,9,64,9.0,173.0,92.0,18.0
2021-04-02,76341,388,214,-16,0,-60.0,0.0,4.0,0.0
2021-04-03,76341,388,214,17,0,-36.0,0.0,33.0,0.0
2021-04-04,76341,389,216,50,0,12.0,5.0,59.0,0.0
2021-04-05,76839,390,216,83,0,6.0,89.0,114.0,0.0
2021-04-06,77133,393,216,86,0,39.0,13.0,123.0,0.0
2021-04-07,77304,394,217,111,0,83.0,3.0,134.0,0.0
2021-04-08,77447,395,219,133,0,111.0,0.0,137.0,0.0
2021-04-09,77789,397,221,166,0,122.0,0.0,130.0,0.0
2021-04-10,77789,398,223,186,5,139.0,8.0,157.0,0.0
2021-04-11,77789,398,231,155,0,86.0,0.0,137.0,3.0
2021-04-12,78399,398,231,141,0,94.0,5.0,95.0,0.0
2021-04-13,78633,401,232,122,0,94.0,0.0,108.0,0.0
2021-04-14,79004,405,235,152,0,70.0,0.0,141.0,0.0
2021-04-15,79157,407,239,89,170,86.0,0.0,94.0,368.0
2021-04-16,79391,412,241,36,140,22.0,23.0,37.0,175.0
2021-04-17,79391,416,246,61,0,28.0,13.0,72.0,0.0
2021-04-18,79391,420,248,80,0,44.0,0.0,108.0,0.0
2021-04-19,79901,423,250,108,0,100.0,0.0,133.0,0.0
2021-04-20,80020,424,250,94,0,86.0,0.0,133.0,0.0
2021-04-21,80186,427,251,28,91,17.0,295.0,114.0,33.0
2021-04-22,80359,427,252,11,3,-30.0,25.0,38.0,0.0
2021-04-23,80563,433,252,91,0,36.0,0.0,82.0,0.0
2021-04-24,80563,434,252,114,0,119.0,0.0,144.0,0.0
2021-04-25,80563,434,252,103,18,111.0,3.0,123.0,43.0
2021-04-26,81109,434,253,44,0,25.0,30.0,95.0,0.0
2021-04-27,81181,439,253,78,0,75.0,0.0,109.0,0.0
2021-04-28,81358,441,256,125,135,114.0,0.0,154.0,8.0
2021-04-29,81462,442,263,119,86,133.0,0.0,154.0,53.0
2021-04-30,81660,445,266,77,213,61.0,226.0,144.0,0.0
2021-05-01,81660,448,269,69,30,61.0,0.0,98.0,0.0
2021-05-02,81660,450,271,122,0,92.0,0.0,154.0,20.0
2021-05-03,82010,457,272,86,0,75.0,0.0,157.0,64.0
2021-05-04,82139,461,272,103,5,114.0,0.0,128.0,203.0
2021-05-05,82284,463,273,127,203,75.0,124.0,121.0,71.0
2021-05-06,82482,469,274,97,0,53.0,18.0,132.0,0.0
2021-05-07,82610,479,280,94,0,64.0,0.0,126.0,0.0
2021-05-08,82610,479,280,122,5,75.0,0.0,109.0,0.0
2021-05-09,82610,481,281,122,3,86.0,0.0,123.0,76.0
2021-05-10,82874,482,281,136,10,111.0,0.0,114.0,160.0
2021-05-11,82983,489,281,106,8,66.0,89.0,134.0,0.0
2021-05-12,83028,497,282,119,13,80.0,33.0,119.0,0.0
2021-05-13,83180,502,282,133,0,100.0,0.0,132.0,0.0
2021-05-14,83323,506,282,158,0,133.0,0.0,148.0,0.0
2021-05-15,83323,508,282,164,0,139.0,10.0,179.0,0.0
2021-05-16,83323,510,283,166,0,150.0,0.0,181.0,0.0
2021-05-17,83483,521,283,180,0,150.0,0.0,175.0,0.0
2021-05-18,83519,530,283,200,0,161.0,0.0,195.0,0.0
2021-05-19,83565,531,285,194,0,152.0,0.0,224.0,0.0
2021-05-20,83638,535,284,236,0,161.0,0.0,189.0,0.0
2021-05-21,83675,536,286,264,0,191.0,46.0,187.0,0.0
2021-05-22,83675,540,287,253,0,186.0,3.0,221.0,0.0
2021-05-23,83675,541,287,169,10,133.0,18.0,248.0,8.0
2021-05-24,83795,547,287,142,0,105.0,0.0,164.0,0.0
2021-05-25,83859,548,287,202,0,147.0,0.0,166.0,0.0
2021-05-26,83885,555,288,256,25,228.0,0.0,221.0,124.0
2021-05-27,83943,555,288,150,0,116.0,0.0,215.0,10.0
2021-05-28,83987,562,289,83,0,64.0,0.0,141.0,310.0
2021-05-29,83987,565,289,136,0,100.0,0.0,79.0,170.0
2021-05-30,83987,568,291,114,38,97.0,66.0,88.0,244.0
2021-05-31,83987,569,291,127,10,94.0,145.0,113.0,20.0
2021-06-01,84050,570,291,166,3,144.0,0.0,158.0,0.0
2021-06-02,84090,571,291,200,0,172.0,0.0,189.0,0.0
2021-06-03,84116,572,291,194,0,167.0,20.0,180.0,0.0
2021-06-04,84146,572,291,233,5,197.0,0.0,214.0,3.0
2021-06-05,84146,572,291,252,5,208.0,5.0,238.0,0.0
2021-06-06,84146,572,291,272,3,236.0,0.0,269.0,0.0
2021-06-07,84200,572,292,283,0,267.0,0.0,276.0,0.0
2021-06-08,84226,572,294,269,0,261.0,18.0,258.0,150.0
2021-06-09,84262,572,294,244,71,197.0,18.0,259.0,0.0
2021-06-10,84266,572,294,191,0,128.0,0.0,235.0,0.0
2021-06-11,84269,572,295,180,0,139.0,0.0,185.0,0.0
2021-06-12,84269,573,295,200,0,158.0,0.0,187.0,20.0
2021-06-13,84269,574,295,211,0,178.0,0.0,206.0,0.0
2021-06-14,84300,575,295,194,137,183.0,0.0,179.0,267.0
2021-06-15,84315,577,295,200,94,158.0,127.0,207.0,0.0
2021-06-16,84322,579,295,164,0,141.0,3.0,195.0,0.0
2021-06-17,84331,579,295,178,0,144.0,0.0,182.0,0.0
2021-06-18,84345,579,295,189,3,172.0,0.0,197.0,0.0
2021-06-19,84345,580,295,230,97,197.0,18.0,247.0,0.0
2021-06-20,84345,583,295,222,0,194.0,0.0,241.0,0.0
2021-06-21,84362,585,295,263,74,216.0,5.0,250.0,3.0
2021-06-22,84374,586,295,172,0,166.0,23.0,211.0,41.0
2021-06-23,84382,586,295,158,0,136.0,0.0,173.0,0.0
2021-06-24,84425,586,295,186,0,152.0,0.0,178.0,0.0
2021-06-25,84473,587,295,225,0,147.0,0.0,187.0,0.0
2021-06-26,84473,587,295,233,5,181.0,8.0,231.0,0.0
2021-06-27,84473,587,295,291,0,255.0,0.0,261.0,0.0
2021-06-28,84501,587,295,291,18,250.0,10.0,281.0,0.0
2021-06-29,84511,588,295,286,0,247.0,0.0,298.0,84.0
2021-06-30,84527,588,295,252,86,238.0,66.0,286.0,130.0
2021-07-01,84528,588,295,222,0,186.0,0.0,236.0,64.0
2021-07-02,84551,589,295,183,79,130.0,0.0,195.0,605.0
2021-07-03,84551,591,295,158,36,116.0,0.0,148.0,41.0
2021-07-04,84551,591,295,183,0,122.0,0.0,166.0,33.0
2021-07-05,84551,591,295,203,0,163.0,0.0,185.0,0.0
2021-07-06,84596,591,296,264,20,186.0,10.0,241.0,292.0
2021-07-07,84619,591,296,191,0,175.0,0.0,248.0,155.0
2021-07-08,84631,591,296,183,86,133.0,46.0,208.0,251.0
2021-07-09,84670,591,296,202,41,155.0,373.0,216.0,300.0
2021-07-10,84670,591,296,197,0,183.0,0.0,227.0,0.0
2021-07-11,84670,591,296,203,0,192.0,0.0,224.0,8.0
2021-07-12,84690,591,296,233,0,200.0,0.0,195.0,203.0
2021-07-13,84744,592,296,213,130,178.0,0.0,204.0,10.0
2021-07-14,84801,592,296,250,51,166.0,15.0,237.0,130.0
2021-07-15,84835,592,296,250,0,219.0,0.0,254.0,0.0
2021-07-16,84890,592,296,230,0,202.0,91.0,270.0,23.0
2021-07-17,84890,593,296,216,86,206.0,0.0,254.0,48.0
2021-07-18,84890,593,296,197,356,189.0,30.0,229.0,295.0
2021-07-19,85015,593,296,227,10,189.0,0.0,221.0,10.0
2021-07-20,85074,596,296,228,315,205.0,0.0,239.0,0.0
2021-07-21,85139,597,296,175,15,150.0,122.0,239.0,0.0
2021-07-22,85251,602,297,194,0,172.0,0.0,219.0,0.0
2021-07-23,85324,602,298,208,0,172.0,8.0,222.0,0.0
2021-07-24,85324,603,298,211,0,192.0,0.0,215.0,0.0
2021-07-25,85324,603,298,241,58,153.0,36.0,218.0,41.0
2021-07-26,85494,603,299,244,0,217.0,5.0,254.0,0.0
2021-07-27,85584,604,299,205,56,178.0,0.0,248.0,20.0
2021-07-28,85694,604,302,194,0,161.0,0.0,219.0,0.0
2021-07-29,85802,603,302,180,3,155.0,20.0,212.0,51.0
2021-07-30,85924,605,302,189,84,152.0,28.0,231.0,0.0
2021-07-31,85924,606,302,191,0,153.0,0.0,187.0,0.0
2021-08-01,85924,606,302,172,188,155.0,0.0,191.0,18.0
2021-08-02,86314,606,302,188,51,153.0,135.0,213.0,0.0
2021-08-03,86424,607,302,192,0,175.0,0.0,193.0,0.0
2021-08-04,86573,613,302,208,0,200.0,0.0,196.0,0.0
2021-08-05,86759,613,304,227,0,180.0,30.0,208.0,0.0
2021-08-06,86957,617,306,233,0,219.0,0.0,238.0,0.0
2021-08-07,86957,623,306,250,53,225.0,84.0,249.0,0.0
2021-08-08,86957,623,306,244,0,217.0,0.0,248.0,0.0
2021-08-09,87366,623,310,264,0,200.0,0.0,239.0,0.0
2021-08-10,87424,626,310,264,0,202.0,0.0,237.0,0.0
2021-08-11,87703,628,310,280,84,194.0,0.0,272.0,0.0
2021-08-12,87919,634,310,275,0,258.0,0.0,286.0,109.0
2021-08-13,88038,645,310,272,0,266.0,0.0,267.0,71.0
2021-08-14,88038,648,310,230,320,216.0,66.0,269.0,5.0
2021-08-15,88038,648,310,186,0,164.0,0.0,214.0,0.0
2021-08-16,88426,648,310,189,0,180.0,0.0,206.0,0.0
2021-08-17,88692,655,311,189,28,200.0,0.0,222.0,0.0
2021-08-18,88830,661,311,236,5,216.0,168.0,237.0,0.0
2021-08-19,88969,667,312,230,229,219.0,0.0,243.0,879.0
2021-08-20,89087,668,312,264,0,241.0,0.0,244.0,5.0
2021-08-21,89087,686,315,269,0,230.0,0.0,251.0,0.0
2021-08-22,89087,686,315,272,0,202.0,13.0,227.0,813.0
2021-08-23,89540,686,315,258,0,205.0,23.0,219.0,330.0
2021-08-24,89728,703,316,264,0,244.0,0.0,248.0,0.0
2021-08-25,89852,711,317,255,0,244.0,0.0,255.0,0.0
2021-08-26,90054,719,319,286,0,258.0,0.0,267.0,0.0
2021-08-27,90278,725,320,211,0,178.0,0.0,271.0,0.0
2021-08-28,90278,732,321,194,0,139.0,0.0,216.0,5.0
2021-08-29,90278,732,321,219,102,130.0,5.0,187.0,0.0
2021-08-30,90617,732,323,247,58,188.0,18.0,242.0,0.0
2021-08-31,90924,741,324,222,0,200.0,0.0,238.0,0.0
2021-09-01,91190,778,324,180,0,167.0,0.0,192.0,1034.0
2021-09-02,91375,781,324,175,5,147.0,53.0,178.0,305.0
2021-09-03,91571,811,325,183,0,150.0,20.0,171.0,0.0
2021-09-04,91571,813,326,194,0,141.0,0.0,181.0,0.0
2021-09-05,91571,813,326,186,0,122.0,25.0,174.0,13.0
2021-09-06,91571,813,327,178,188,175.0,97.0,219.0,0.0
2021-09-07,91956,813,328,189,0,152.0,0.0,192.0,0.0
2021-09-08,92175,817,328,227,241,175.0,0.0,212.0,0.0
2021-09-09,92311,818,328,197,0,169.0,353.0,219.0,38.0
2021-09-10,92462,820,332,155,5,147.0,130.0,194.0,0.0
2021-09-11,92462,838,339,177,0,152.0,0.0,173.0,0.0
2021-09-12,92462,838,339,208,3,175.0,0.0,208.0,0.0
