date,vt_avg_temp,vt_prcp,me_avg_temp,me_prcp,ct_avg_temp,ct_prcp,ma_avg_temp,ma_prcp,CT_conf_cases,ME_conf_cases,MA_conf_cases,VT_conf_cases
2021-03-05,-77,0,-127.0,0.0,-28.0,0.0,-23.0,0.0,285330,45456,588209,15819
2021-03-06,-68,0,-105.0,0.0,-26.0,0.0,-28.0,0.0,285330,45639,589931,15964
2021-03-07,-61,0,-82.0,0.0,-27.0,0.0,-25.0,0.0,285330,45794,591356,16083
2021-03-08,-66,0,-58.0,0.0,-17.0,0.0,-6.0,0.0,287396,45933,592344,16199
2021-03-09,12,0,-41.0,0.0,63.0,0.0,64.0,0.0,288145,46066,593607,16286
2021-03-10,31,0,9.0,0.0,49.0,0.0,44.0,0.0,288657,46261,595264,16371
2021-03-11,125,0,50.0,0.0,87.0,0.0,116.0,0.0,289392,46448,597073,16500
2021-03-12,58,3,55.0,0.0,132.0,0.0,136.0,0.0,290577,46657,598859,16623
2021-03-13,-14,0,-36.0,0.0,46.0,0.0,39.0,0.0,290577,46863,600616,16698
2021-03-14,-44,0,-94.0,8.0,34.0,0.0,36.0,0.0,290577,47032,602308,16890
2021-03-15,-99,0,-163.0,0.0,-36.0,0.0,-56.0,0.0,293102,47206,603464,16992
2021-03-16,-44,0,-88.0,0.0,-32.0,0.0,-23.0,0.0,293955,47395,604666,17047
2021-03-17,34,0,0.0,0.0,24.0,3.0,44.0,0.0,294328,47591,606377,17106
2021-03-18,17,10,-8.0,0.0,58.0,185.0,50.0,119.0,295484,47832,608318,17247
2021-03-19,-44,0,-88.0,0.0,29.0,0.0,22.0,79.0,296691,48071,610481,17393
2021-03-20,31,0,3.0,0.0,40.0,0.0,53.0,0.0,296691,48293,612857,17555
2021-03-21,70,0,72.0,0.0,78.0,0.0,64.0,0.0,296691,48464,614668,17740
2021-03-22,89,0,81.0,0.0,80.0,0.0,83.0,0.0,299667,48642,615874,17839
2021-03-23,103,0,83.0,0.0,88.0,0.0,88.0,0.0,300565,48773,617695,17933
2021-03-24,103,3,80.0,0.0,103.0,28.0,97.0,0.0,302022,48972,619816,18028
2021-03-25,172,0,69.0,8.0,143.0,41.0,142.0,25.0,303510,49190,622226,18215
2021-03-26,128,104,44.0,97.0,158.0,15.0,144.0,5.0,305210,49443,624986,18498
2021-03-27,50,0,0.0,10.0,132.0,0.0,119.0,0.0,305210,49653,627556,18623
2021-03-28,55,56,-5.0,140.0,94.0,234.0,91.0,114.0,305210,49850,629531,18820
2021-03-29,31,3,-5.0,5.0,87.0,0.0,88.0,76.0,308439,50030,631031,19002
2021-03-30,73,0,22.0,0.0,69.0,0.0,64.0,0.0,310056,50253,633081,19109
2021-03-31,111,53,64.0,0.0,121.0,64.0,133.0,0.0,310624,50504,635580,19275
2021-04-01,9,64,9.0,173.0,92.0,18.0,94.0,401.0,312468,50788,638339,19523
2021-04-02,-16,0,-60.0,0.0,4.0,0.0,14.0,0.0,313956,51189,640779,19755
2021-04-03,17,0,-36.0,0.0,33.0,0.0,25.0,0.0,313956,51470,643232,19905
2021-04-04,50,0,12.0,5.0,59.0,0.0,50.0,0.0,313956,51765,643232,20149
2021-04-05,83,0,6.0,89.0,114.0,0.0,94.0,0.0,316655,51986,646220,20267
2021-04-06,86,0,39.0,13.0,123.0,0.0,108.0,0.0,317729,52277,648023,20373
2021-04-07,111,0,83.0,3.0,134.0,0.0,72.0,0.0,318767,52677,650573,20442
2021-04-08,133,0,111.0,0.0,137.0,0.0,111.0,0.0,319779,52996,652966,20669
2021-04-09,166,0,122.0,0.0,130.0,0.0,103.0,0.0,321586,53434,655278,20815
2021-04-10,186,5,139.0,8.0,157.0,0.0,155.0,0.0,321586,53745,657578,20965
2021-04-11,155,0,86.0,0.0,137.0,3.0,114.0,0.0,321586,53960,659569,21202
2021-04-12,141,0,94.0,5.0,95.0,0.0,75.0,10.0,324571,54256,661101,21291
2021-04-13,122,0,94.0,0.0,108.0,0.0,80.0,0.0,325689,54827,662699,21388
2021-04-14,152,0,70.0,0.0,141.0,0.0,94.0,0.0,327298,55374,664943,21488
2021-04-15,89,170,86.0,0.0,94.0,368.0,91.0,0.0,328000,55954,667066,21664
2021-04-16,36,140,22.0,23.0,37.0,175.0,44.0,617.0,329062,56525,669282,21803
2021-04-17,61,0,28.0,13.0,72.0,0.0,58.0,89.0,329062,56939,671250,21869
2021-04-18,80,0,44.0,0.0,108.0,0.0,105.0,0.0,329062,57285,672657,22016
2021-04-19,108,0,100.0,0.0,133.0,0.0,113.0,0.0,331401,57545,673974,22112
2021-04-20,94,0,86.0,0.0,133.0,0.0,139.0,0.0,332139,57965,675162,22112
2021-04-21,28,91,17.0,295.0,114.0,33.0,144.0,69.0,332995,58465,676758,22238
2021-04-22,11,3,-30.0,25.0,38.0,0.0,58.0,3.0,333732,58868,678386,22325
2021-04-23,91,0,36.0,0.0,82.0,0.0,83.0,0.0,334766,59239,680007,22416
2021-04-24,114,0,119.0,0.0,144.0,0.0,139.0,0.0,334766,59612,681570,22479
2021-04-25,103,18,111.0,3.0,123.0,43.0,130.0,48.0,334766,59776,682784,22576
2021-04-26,44,0,25.0,30.0,95.0,0.0,91.0,0.0,336933,60005,683665,22617
2021-04-27,78,0,75.0,0.0,109.0,0.0,116.0,0.0,337340,60430,684630,22675
2021-04-28,125,135,114.0,0.0,154.0,8.0,136.0,58.0,337961,60691,686243,22723
2021-04-29,119,86,133.0,0.0,154.0,53.0,100.0,81.0,338447,60945,687638,22824
2021-04-30,77,213,61.0,226.0,144.0,0.0,130.0,53.0,339233,61213,688973,22952
2021-05-01,69,30,61.0,0.0,98.0,0.0,114.0,38.0,339233,61616,690279,23032
2021-05-02,122,0,92.0,0.0,154.0,20.0,166.0,3.0,339233,61847,691172,23126
2021-05-03,86,0,75.0,0.0,157.0,64.0,155.0,0.0,340545,62092,691735,23158
2021-05-04,103,5,114.0,0.0,128.0,203.0,97.0,272.0,340962,62510,692589,23191
2021-05-05,127,203,75.0,124.0,121.0,71.0,89.0,89.0,341571,62858,693608,23247
2021-05-06,97,0,53.0,18.0,132.0,0.0,128.0,10.0,342282,63176,694769,23296
2021-05-07,94,0,64.0,0.0,126.0,0.0,97.0,0.0,342718,63464,695745,23393
2021-05-08,122,5,75.0,0.0,109.0,0.0,80.0,0.0,342718,63751,696540,23445
2021-05-09,122,3,86.0,0.0,123.0,76.0,136.0,0.0,342718,63994,697398,23486
2021-05-10,136,10,111.0,0.0,114.0,160.0,122.0,89.0,343545,64219,697872,23541
2021-05-11,106,8,66.0,89.0,134.0,0.0,133.0,0.0,343954,64457,698427,23606
2021-05-12,119,13,80.0,33.0,119.0,0.0,125.0,0.0,344141,64748,699187,23651
2021-05-13,133,0,100.0,0.0,132.0,0.0,125.0,0.0,344612,65044,699908,23724
2021-05-14,158,0,133.0,0.0,148.0,0.0,153.0,0.0,344977,65348,700337,23792
2021-05-15,164,0,139.0,10.0,179.0,0.0,172.0,0.0,344977,65524,701490,23847
2021-05-16,166,0,150.0,0.0,181.0,0.0,180.0,0.0,344977,65716,702039,23883
2021-05-17,180,0,150.0,0.0,175.0,0.0,161.0,0.0,345639,65915,702338,23912
2021-05-18,200,0,161.0,0.0,195.0,0.0,186.0,0.0,345720,66114,702776,23945
2021-05-19,194,0,152.0,0.0,224.0,0.0,188.0,0.0,345948,66316,703292,23988
2021-05-20,236,0,161.0,0.0,189.0,0.0,158.0,0.0,346154,66535,703897,24026
2021-05-21,264,0,191.0,46.0,187.0,0.0,186.0,0.0,346325,66705,704345,24065
2021-05-22,253,0,186.0,3.0,221.0,0.0,228.0,0.0,346325,66863,704796,24084
2021-05-23,169,10,133.0,18.0,248.0,8.0,247.0,0.0,346325,66979,705142,24106
2021-05-24,142,0,105.0,0.0,164.0,0.0,147.0,0.0,346711,67078,705370,24127
2021-05-25,202,0,147.0,0.0,166.0,0.0,169.0,0.0,346892,67139,705598,24136
2021-05-26,256,25,228.0,0.0,221.0,124.0,236.0,0.0,346980,67301,706027,24162
2021-05-27,150,0,116.0,0.0,215.0,10.0,230.0,58.0,347137,67423,706272,24182
2021-05-28,83,0,64.0,0.0,141.0,310.0,150.0,5.0,347341,67551,706559,24190
2021-05-29,136,0,100.0,0.0,79.0,170.0,83.0,638.0,347341,67658,706783,24200
2021-05-30,114,38,97.0,66.0,88.0,244.0,91.0,180.0,347341,67745,706945,24209
2021-05-31,127,10,94.0,145.0,113.0,20.0,119.0,107.0,347341,67787,706945,24220
2021-06-01,166,3,144.0,0.0,158.0,0.0,158.0,0.0,347563,67819,707131,24224
2021-06-02,200,0,172.0,0.0,189.0,0.0,189.0,0.0,347678,67881,707265,24232
2021-06-03,194,0,167.0,20.0,180.0,0.0,189.0,0.0,347748,67986,707523,24240
2021-06-04,233,5,197.0,0.0,214.0,3.0,219.0,5.0,347891,68058,707723,24252
2021-06-05,252,5,208.0,5.0,238.0,0.0,230.0,0.0,347891,68155,707940,24252
2021-06-06,272,3,236.0,0.0,269.0,0.0,258.0,0.0,347891,68233,708083,24252
2021-06-07,283,0,267.0,0.0,276.0,0.0,269.0,0.0,348088,68262,708195,24282
2021-06-08,269,0,261.0,18.0,258.0,150.0,280.0,15.0,348154,68333,708316,24295
2021-06-09,244,71,197.0,18.0,259.0,0.0,261.0,10.0,348262,68386,708459,24300
2021-06-10,191,0,128.0,0.0,235.0,0.0,189.0,0.0,348319,68449,708579,24314
2021-06-11,180,0,139.0,0.0,185.0,0.0,144.0,0.0,348350,68488,708710,24320
2021-06-12,200,0,158.0,0.0,187.0,20.0,175.0,137.0,348350,68541,708836,24320
2021-06-13,211,0,178.0,0.0,206.0,0.0,213.0,0.0,348350,68590,708875,24320
2021-06-14,194,137,183.0,0.0,179.0,267.0,177.0,130.0,348465,68606,708933,24331
2021-06-15,200,94,158.0,127.0,207.0,0.0,208.0,0.0,348521,68635,709012,24339
2021-06-16,164,0,141.0,3.0,195.0,0.0,186.0,0.0,348560,68686,709080,24348
2021-06-17,178,0,144.0,0.0,182.0,0.0,169.0,0.0,348595,68720,709187,24357
2021-06-18,189,3,172.0,0.0,197.0,0.0,191.0,0.0,348665,68756,709263,24360
2021-06-19,230,97,197.0,18.0,247.0,0.0,250.0,0.0,348665,68794,709354,24360
2021-06-20,222,0,194.0,0.0,241.0,0.0,250.0,15.0,348665,68826,709395,24360
2021-06-21,263,74,216.0,5.0,250.0,3.0,250.0,0.0,348757,68846,709443,24368
2021-06-22,172,0,166.0,23.0,211.0,41.0,242.0,246.0,348802,68866,709476,24371
2021-06-23,158,0,136.0,0.0,173.0,0.0,175.0,20.0,348840,68879,709544,24379
2021-06-24,186,0,152.0,0.0,178.0,0.0,172.0,0.0,348993,68889,709622,24385
2021-06-25,225,0,147.0,0.0,187.0,0.0,175.0,114.0,349120,68925,709682,24392
2021-06-26,233,5,181.0,8.0,231.0,0.0,233.0,0.0,349120,68964,709738,24392
2021-06-27,291,0,255.0,0.0,261.0,0.0,261.0,0.0,349120,68977,709769,24392
2021-06-28,291,18,250.0,10.0,281.0,0.0,280.0,0.0,349261,68990,709810,24402
2021-06-29,286,0,247.0,0.0,298.0,84.0,294.0,0.0,349301,69022,709873,24406
2021-06-30,252,86,238.0,66.0,286.0,130.0,294.0,58.0,349352,69034,709966,24410
2021-07-01,222,0,186.0,0.0,236.0,64.0,250.0,122.0,349387,69055,710049,24412
2021-07-02,183,79,130.0,0.0,195.0,605.0,183.0,544.0,349476,69070,710138,24419
2021-07-03,158,36,116.0,0.0,148.0,41.0,139.0,378.0,349476,69099,710138,24419
2021-07-04,183,0,122.0,0.0,166.0,33.0,153.0,97.0,349476,69121,710138,24419
2021-07-05,203,0,163.0,0.0,185.0,0.0,186.0,5.0,349476,69121,710138,24419
2021-07-06,264,20,186.0,10.0,241.0,292.0,250.0,0.0,349651,69121,710428,24433
2021-07-07,191,0,175.0,0.0,248.0,155.0,261.0,274.0,349743,69159,710519,24440
2021-07-08,183,86,133.0,46.0,208.0,251.0,200.0,185.0,349798,69192,710629,24445
2021-07-09,202,41,155.0,373.0,216.0,300.0,197.0,498.0,349969,69202,710830,24457
2021-07-10,197,0,183.0,0.0,227.0,0.0,194.0,36.0,349969,69220,710830,24457
2021-07-11,203,0,192.0,0.0,224.0,8.0,203.0,0.0,349969,69220,710830,24457
2021-07-12,233,0,200.0,0.0,195.0,203.0,200.0,384.0,350039,69220,711162,24489
2021-07-13,213,130,178.0,0.0,204.0,10.0,183.0,3.0,350245,69285,711446,24497
2021-07-14,250,51,166.0,15.0,237.0,130.0,225.0,0.0,350386,69325,711676,24516
2021-07-15,250,0,219.0,0.0,254.0,0.0,247.0,0.0,350536,69374,711943,24529
2021-07-16,230,0,202.0,91.0,270.0,23.0,275.0,36.0,350675,69418,712272,24550
2021-07-17,216,86,206.0,0.0,254.0,48.0,219.0,74.0,350675,69476,712272,24550
2021-07-18,197,356,189.0,30.0,229.0,295.0,208.0,122.0,350675,69476,712272,24550
2021-07-19,227,10,189.0,0.0,221.0,10.0,200.0,8.0,351084,69476,713037,24579
2021-07-20,228,315,205.0,0.0,239.0,0.0,230.0,0.0,351302,69627,713489,24590
2021-07-21,175,15,150.0,122.0,239.0,0.0,225.0,25.0,351530,69675,714014,24609
2021-07-22,194,0,172.0,0.0,219.0,0.0,216.0,46.0,351825,69781,714556,24647
2021-07-23,208,0,172.0,8.0,222.0,0.0,208.0,43.0,352037,69835,715180,24676
2021-07-24,211,0,192.0,0.0,215.0,0.0,194.0,0.0,352037,69905,715180,24676
2021-07-25,241,58,153.0,36.0,218.0,41.0,202.0,23.0,352037,69905,715180,24676
2021-07-26,244,0,217.0,5.0,254.0,0.0,253.0,0.0,352626,69905,716452,24748
2021-07-27,205,56,178.0,0.0,248.0,20.0,244.0,69.0,353114,70077,717284,24760
2021-07-28,194,0,161.0,0.0,219.0,0.0,200.0,114.0,353505,70141,717944,24804
2021-07-29,180,3,155.0,20.0,212.0,51.0,208.0,0.0,353844,70261,718849,24830
2021-07-30,189,84,152.0,28.0,231.0,0.0,222.0,43.0,354335,70372,719780,24889
2021-07-31,191,0,153.0,0.0,187.0,0.0,183.0,0.0,354335,70463,719780,24889
2021-08-01,172,188,155.0,0.0,191.0,18.0,189.0,0.0,354335,70463,719780,24889
2021-08-02,188,51,153.0,135.0,213.0,0.0,208.0,0.0,355580,70463,721885,25038
2021-08-03,192,0,175.0,0.0,193.0,0.0,186.0,0.0,356164,70718,722986,25077
2021-08-04,208,0,200.0,0.0,196.0,0.0,205.0,18.0,356701,70847,724018,25129
2021-08-05,227,0,180.0,30.0,208.0,0.0,183.0,859.0,357345,70996,725189,25219
2021-08-06,233,0,219.0,0.0,238.0,0.0,233.0,5.0,358076,71141,726395,25320
2021-08-07,250,53,225.0,84.0,249.0,0.0,247.0,0.0,358076,71306,726395,25320
2021-08-08,244,0,217.0,0.0,248.0,0.0,242.0,0.0,358076,71306,726395,25320
2021-08-09,264,0,200.0,0.0,239.0,0.0,213.0,147.0,359363,71305,729047,25571
2021-08-10,264,0,202.0,0.0,237.0,0.0,216.0,157.0,359638,71666,730381,25663
2021-08-11,280,84,194.0,0.0,272.0,0.0,252.0,0.0,360552,71883,731821,25757
2021-08-12,275,0,258.0,0.0,286.0,109.0,280.0,0.0,361294,72119,733188,25883
2021-08-13,272,0,266.0,0.0,267.0,71.0,280.0,0.0,361836,72333,734486,26040
2021-08-14,230,320,216.0,66.0,269.0,5.0,275.0,0.0,361836,72522,734486,26040
2021-08-15,186,0,164.0,0.0,214.0,0.0,225.0,0.0,361836,72522,734486,26040
2021-08-16,189,0,180.0,0.0,206.0,0.0,200.0,0.0,363417,72522,737579,26040
2021-08-17,189,28,200.0,0.0,222.0,0.0,222.0,0.0,364298,72897,739047,26397
2021-08-18,236,5,216.0,168.0,237.0,0.0,255.0,0.0,364891,73088,740626,26494
2021-08-19,230,229,219.0,0.0,243.0,879.0,252.0,145.0,365425,73270,742202,26663
2021-08-20,264,0,241.0,0.0,244.0,5.0,233.0,3.0,365856,73455,743735,26778
2021-08-21,269,0,230.0,0.0,251.0,0.0,250.0,0.0,365856,73660,743735,26924
2021-08-22,272,0,202.0,13.0,227.0,813.0,230.0,175.0,365856,73660,743735,27050
2021-08-23,258,0,205.0,23.0,219.0,330.0,244.0,3.0,367410,73660,747153,27132
2021-08-24,264,0,244.0,0.0,248.0,0.0,247.0,318.0,368481,74022,748753,27237
2021-08-25,255,0,244.0,0.0,255.0,0.0,258.0,0.0,369132,74313,750248,27355
2021-08-26,286,0,258.0,0.0,267.0,0.0,272.0,0.0,369920,74703,752139,27504
2021-08-27,211,0,178.0,0.0,271.0,0.0,269.0,0.0,370708,74966,753795,27648
2021-08-28,194,0,139.0,0.0,216.0,5.0,208.0,0.0,370708,75381,753795,27835
2021-08-29,219,102,130.0,5.0,187.0,0.0,191.0,20.0,370708,75381,753795,27972
2021-08-30,247,58,188.0,18.0,242.0,0.0,244.0,0.0,372069,75381,758094,28044
2021-08-31,222,0,200.0,0.0,238.0,0.0,236.0,0.0,373072,75856,759869,28200
2021-09-01,180,0,167.0,0.0,192.0,1034.0,192.0,41.0,373784,76290,761906,28399
2021-09-02,175,5,147.0,53.0,178.0,305.0,180.0,950.0,374470,76913,763673,28542
2021-09-03,183,0,150.0,20.0,171.0,0.0,169.0,0.0,375135,77578,765584,28703
2021-09-04,194,0,141.0,0.0,181.0,0.0,189.0,0.0,375135,78069,765584,28884
2021-09-05,186,0,122.0,25.0,174.0,13.0,186.0,3.0,375135,78071,765584,28994
2021-09-06,178,188,175.0,97.0,219.0,0.0,233.0,0.0,375135,78071,765584,29125
2021-09-07,189,0,152.0,0.0,192.0,0.0,200.0,0.0,376747,78071,771267,29325
2021-09-08,227,241,175.0,0.0,212.0,0.0,222.0,0.0,377682,78803,772742,29436
2021-09-09,197,0,169.0,353.0,219.0,38.0,216.0,81.0,378308,79423,775149,29588
2021-09-10,155,5,147.0,130.0,194.0,0.0,203.0,76.0,378933,79929,777022,29735
2021-09-11,177,0,152.0,0.0,173.0,0.0,155.5,3.0,378933,80513,777022,29934
2021-09-12,208,3,175.0,0.0,208.0,0.0,219.0,0.0,378933,80513,777022,30114
