date,VT_Avg_Temp(F),VT_PRCP(mm),ME_Avg_Temp(F),ME_PRCP(mm),CT_Avg_Temp(F),CT_PRCP(mm),MA_Avg_Temp(F),MA_PRCP(mm),CT_Conf_Cases,VT_Conf_Cases,ME_Conf_Cases,MA_Conf_Cases,weekday
2020-11-11,64.03999999999999,0.5,59.0,3.0,63.14,9.9,66.92,0.0,444.0,1.0,1.0,507.0,2
2020-11-12,45.5,0.0,46.04,0.3,58.28,0.5,59.0,2.0,304.0,1.0,0.0,528.0,3
2020-11-13,35.06,0.3,32.0,3.0,43.34,5.1,48.019999999999996,7.1,567.0,1.0,4.0,562.0,4
2020-11-16,41.54,2.0,37.94,13.0,50.72,0.0,50.9,15.5,1183.0,2.0,0.0,397.0,0
2020-11-17,33.98,0.0,28.04,0.3,40.28,0.0,40.46,0.0,370.0,0.0,0.0,474.0,1
2020-11-18,22.64,0.0,22.1,0.0,31.82,0.0,35.42,0.0,518.0,0.0,4.0,549.0,2
2020-11-19,32.0,0.0,19.58,0.0,29.84,0.0,30.38,0.0,552.0,1.0,0.0,564.0,3
2020-11-20,50.9,0.0,37.04,0.0,49.28,0.0,53.06,0.0,476.0,0.0,4.0,450.0,4
2020-11-23,39.92,5.6,34.52,39.1,43.34,20.1,50.54,29.5,1242.0,0.0,0.0,418.0,0
2020-11-24,28.94,0.0,21.740000000000002,0.0,37.94,0.0,38.480000000000004,0.0,131.0,8.0,3.0,426.0,1
2020-11-25,34.52,2.3,24.62,4.8,35.42,0.3,39.92,0.0,506.0,0.0,2.0,675.0,2
2020-11-27,44.96,0.0,39.92,0.0,47.12,0.0,47.480000000000004,0.0,783.0,0.0,0.0,1039.0,4
2020-11-30,42.980000000000004,17.0,41.54,50.3,42.26,47.8,46.4,12.2,1051.0,3.0,0.0,258.0,0
2020-11-30,42.980000000000004,17.0,41.54,50.3,42.26,47.8,46.4,12.2,0.0,0.0,0.0,0.0,0
2020-12-01,53.42,2.0,49.46,36.1,57.92,0.0,55.94,18.0,154.0,1.0,4.0,513.0,1
2020-12-02,36.5,0.8,35.06,0.5,38.84,0.0,39.38,0.0,526.0,15.0,3.0,928.0,2
2020-12-03,37.04,0.0,30.56,0.0,38.84,0.0,39.38,0.0,974.0,1.0,3.0,1225.0,3
2020-12-04,42.44,0.5,32.54,0.3,46.58,0.0,49.46,0.0,330.0,4.0,5.0,1212.0,4
2020-12-07,26.6,0.0,21.560000000000002,0.0,31.28,0.0,30.02,0.0,2156.0,1.0,0.0,494.0,0
2020-12-08,24.08,0.5,21.2,0.5,29.48,0.0,30.02,0.3,761.0,5.0,1.0,679.0,1
2020-12-09,28.04,2.8,21.2,1.0,29.48,0.0,27.5,0.0,720.0,1.0,1.0,1162.0,2
2020-12-10,33.44,0.0,25.16,0.8,38.84,0.0,37.4,0.0,729.0,1.0,4.0,1085.0,3
2020-12-11,37.58,0.0,28.58,0.0,35.78,0.0,37.04,0.0,633.0,0.0,0.0,1085.0,4
2020-12-14,33.08,0.0,25.16,0.0,35.24,1.5,39.92,3.0,2158.0,0.0,1.0,757.0,0
2020-12-15,21.02,0.0,12.2,0.5,33.08,0.0,32.0,0.0,421.0,1.0,5.0,786.0,1
2020-12-16,10.219999999999999,0.0,2.66,0.0,22.64,4.3,23.54,0.0,694.0,0.0,1.0,1019.0,2
2020-12-17,12.559999999999999,6.1,8.059999999999999,0.0,22.64,23.6,28.04,34.5,636.0,0.0,4.0,1081.0,3
2020-12-18,11.66,0.3,8.600000000000001,0.0,24.62,0.0,25.34,0.0,824.0,1.0,3.0,1277.0,4
2020-12-21,35.42,0.0,32.54,0.0,31.82,0.0,30.02,0.0,1350.0,3.0,1.0,853.0,0
2020-12-22,33.62,1.0,32.0,0.3,32.54,0.0,36.5,0.0,441.0,1.0,8.0,727.0,1
2020-12-23,28.58,0.0,22.64,0.0,35.24,0.0,32.54,0.0,384.0,1.0,1.0,921.0,2
2020-12-24,45.5,3.8,33.08,5.1,37.94,0.5,40.46,0.0,467.0,1.0,2.0,1105.0,3
2020-12-28,37.04,0.0,26.6,2.0,33.62,0.0,36.5,0.0,2336.0,0.0,3.0,776.0,0
2020-12-29,24.62,0.3,23.0,0.0,35.78,0.0,35.42,0.0,157.0,0.0,3.0,849.0,1
2020-12-30,24.44,0.0,19.22,0.8,27.14,0.0,26.42,0.0,455.0,0.0,1.0,1325.0,2
2020-12-31,32.0,0.0,26.6,1.0,39.38,4.1,41.0,3.3,479.0,0.0,5.0,1317.0,3
2021-01-04,33.08,0.0,24.62,0.0,32.9,0.3,35.42,0.3,1187.0,2.0,5.0,842.0,0
2021-01-05,29.48,0.0,25.16,0.0,33.62,0.0,32.9,2.0,647.0,5.0,4.0,842.0,1
2021-01-06,26.06,0.5,24.08,0.0,34.34,0.0,35.42,0.3,663.0,3.0,1.0,1307.0,2
2021-01-07,25.52,0.0,22.1,0.0,33.26,0.0,35.96,0.0,827.0,2.0,6.0,1426.0,3
2021-01-08,18.14,0.0,18.68,1.5,30.02,0.0,32.9,0.0,840.0,5.0,1.0,1460.0,4
2021-01-11,20.66,0.0,18.68,0.0,24.62,0.0,26.96,0.0,2002.0,1.0,1.0,806.0,0
2021-01-12,32.0,0.0,27.14,1.0,27.14,0.0,30.92,0.0,1008.0,0.0,6.0,1038.0,1
2021-01-13,32.0,0.0,27.14,0.0,32.54,0.0,33.44,0.0,810.0,0.0,1.0,1034.0,2
2021-01-14,34.52,0.0,28.58,0.0,33.62,1.0,34.88,1.8,216.0,4.0,2.0,1101.0,3
2021-01-15,30.56,0.0,30.02,0.0,34.88,0.0,36.86,0.5,366.0,4.0,3.0,919.0,4
2021-01-18,24.62,3.0,19.58,0.0,39.019999999999996,0.0,41.0,0.0,1842.0,0.0,2.0,633.0,0
2021-01-19,19.58,0.3,13.100000000000001,0.0,32.0,0.0,33.44,0.0,571.0,1.0,1.0,447.0,1
2021-01-20,16.16,2.3,16.16,0.0,31.82,0.0,33.44,0.0,442.0,0.0,8.0,770.0,2
2021-01-21,17.6,0.5,8.600000000000001,0.0,24.62,0.0,26.42,0.0,426.0,2.0,3.0,881.0,3
2021-01-22,27.5,0.0,19.04,2.8,32.54,0.0,33.98,0.0,454.0,3.0,3.0,819.0,4
2021-01-25,13.64,0.0,14.719999999999999,0.0,23.36,0.0,26.96,0.0,1579.0,0.0,6.0,612.0,0
2021-01-26,24.62,0.5,18.68,0.0,26.78,5.1,28.04,1.5,298.0,1.0,2.0,346.0,1
2021-01-27,26.6,0.5,26.6,1.5,29.12,1.3,32.9,6.4,616.0,2.0,4.0,732.0,2
2021-01-28,16.7,0.0,18.68,0.3,27.86,0.0,30.02,2.0,393.0,3.0,1.0,713.0,3
2021-01-29,6.079999999999998,0.0,7.16,2.3,13.100000000000001,0.0,17.42,0.0,298.0,0.0,2.0,501.0,4
2021-02-01,6.620000000000001,0.0,12.739999999999998,0.3,21.380000000000003,31.2,25.88,11.7,1054.0,2.0,2.0,480.0,0
2021-02-02,20.66,7.9,24.62,22.1,31.82,1.3,35.42,42.4,553.0,0.0,3.0,382.0,1
2021-02-03,28.58,1.5,27.68,0.3,31.64,0.0,32.36,0.3,106.0,1.0,4.0,381.0,2
2021-02-04,25.52,0.3,25.52,0.5,31.64,0.0,34.88,0.3,248.0,0.0,2.0,419.0,3
2021-02-05,26.6,4.6,20.119999999999997,1.5,29.3,0.3,32.9,0.5,324.0,0.0,9.0,561.0,4
2021-02-08,16.16,0.0,13.100000000000001,0.0,22.46,0.0,24.44,0.8,1065.0,1.0,2.0,260.0,0
2021-02-09,17.060000000000002,3.0,8.600000000000001,0.8,21.560000000000002,4.3,21.380000000000003,5.1,200.0,1.0,2.0,228.0,1
2021-02-10,16.7,0.3,12.559999999999999,0.0,22.46,0.0,24.44,0.0,184.0,3.0,2.0,357.0,2
2021-02-11,14.18,0.0,9.14,0.0,24.259999999999998,0.3,25.52,0.0,197.0,1.0,2.0,371.0,3
2021-02-12,5.539999999999999,0.0,5.18,0.0,19.4,0.0,21.92,0.0,186.0,3.0,1.0,429.0,4
2021-02-15,16.16,0.5,18.68,0.3,30.38,0.5,33.44,1.8,666.0,5.0,0.0,340.0,0
2021-02-16,25.52,15.7,22.1,23.1,33.26,19.3,35.96,16.5,61.0,1.0,1.0,176.0,1
2021-02-17,16.7,0.0,14.18,0.0,27.86,0.0,29.48,0.0,104.0,4.0,0.0,239.0,2
2021-02-18,17.060000000000002,0.0,14.18,0.0,23.54,1.8,25.88,1.3,118.0,0.0,0.0,348.0,3
2021-02-19,23.18,0.5,17.240000000000002,0.0,26.06,2.8,30.92,5.1,250.0,0.0,2.0,334.0,4
2021-02-22,21.560000000000002,1.5,18.68,7.6,25.88,8.9,25.88,4.8,551.0,0.0,1.0,212.0,0
2021-02-23,35.42,0.8,28.58,0.0,35.6,0.0,38.84,0.8,329.0,0.0,1.0,225.0,1
2021-02-24,39.56,0.3,33.98,3.0,41.0,0.0,42.44,0.0,267.0,0.0,3.0,372.0,2
2021-02-25,32.54,1.0,21.560000000000002,0.8,41.54,0.0,42.44,0.0,183.0,1.0,9.0,411.0,3
2021-02-26,25.16,0.0,12.559999999999999,0.0,33.62,0.0,32.9,0.0,125.0,1.0,4.0,332.0,4
2021-03-01,27.14,1.5,21.02,10.7,37.58,6.6,41.0,3.8,561.0,1.0,5.0,268.0,0
2021-03-02,12.559999999999999,0.0,1.5799999999999983,0.0,22.82,0.0,24.98,0.0,94.0,1.0,7.0,0.0,1
2021-03-03,23.72,1.0,18.68,0.0,32.72,0.0,33.98,0.0,66.0,0.0,10.0,311.0,2
2021-03-04,23.54,0.3,14.719999999999999,0.0,37.22,0.0,35.96,0.0,175.0,1.0,7.0,282.0,3
2021-03-05,18.14,0.0,9.14,0.0,26.96,0.0,27.86,0.0,142.0,1.0,13.0,302.0,4
2021-03-08,20.119999999999997,0.0,21.560000000000002,0.0,28.94,0.0,30.92,0.0,368.0,0.0,4.0,213.0,0
2021-03-09,34.16,0.0,24.62,0.0,43.34,0.0,43.519999999999996,0.0,127.0,0.0,1.0,206.0,1
2021-03-10,37.58,0.0,33.62,0.0,40.82,0.0,39.92,0.0,66.0,1.0,6.0,327.0,2
2021-03-11,54.5,0.0,41.0,0.0,47.66,0.0,52.879999999999995,0.0,141.0,6.0,3.0,318.0,3
2021-03-12,42.44,0.3,41.9,0.0,55.760000000000005,0.0,56.480000000000004,0.0,203.0,2.0,2.0,412.0,4
2021-03-15,14.18,0.0,2.66,0.0,25.52,0.0,21.92,0.0,521.0,0.0,3.0,240.0,0
2021-03-16,24.08,0.0,16.16,0.0,26.240000000000002,0.0,27.86,0.0,118.0,3.0,4.0,238.0,1
2021-03-17,38.12,0.0,32.0,0.0,36.32,0.3,39.92,0.0,72.0,6.0,2.0,413.0,2
2021-03-18,35.06,1.0,30.56,0.0,42.44,18.5,41.0,11.9,237.0,2.0,1.0,443.0,3
2021-03-19,24.08,0.0,16.16,0.0,37.22,0.0,35.96,7.9,219.0,5.0,3.0,403.0,4
2021-03-22,48.019999999999996,0.0,46.58,0.0,46.4,0.0,46.94,0.0,591.0,1.0,0.0,279.0,0
2021-03-23,50.54,0.0,46.94,0.0,47.84,0.0,47.84,0.0,152.0,1.0,0.0,283.0,1
2021-03-24,50.54,0.3,46.4,0.0,50.54,2.8,49.46,0.0,238.0,0.0,0.0,436.0,2
2021-03-25,62.96,0.0,44.42,0.8,57.739999999999995,4.1,57.56,2.5,273.0,1.0,1.0,462.0,3
2021-03-26,55.04,10.4,39.92,9.7,60.44,1.5,57.92,0.5,308.0,4.0,1.0,485.0,4
2021-03-29,37.58,0.3,31.1,0.5,47.66,0.0,47.84,7.6,640.0,1.0,1.0,354.0,0
2021-03-30,45.14,0.0,35.96,0.0,44.42,0.0,43.519999999999996,0.0,371.0,0.0,2.0,302.0,1
2021-03-31,51.980000000000004,5.3,43.519999999999996,0.0,53.78,6.4,55.94,0.0,137.0,3.0,2.0,485.0,2
2021-04-01,33.62,6.4,33.62,17.3,48.56,1.8,48.92,40.1,236.0,0.0,4.0,535.0,3
2021-04-02,29.12,0.0,21.2,0.0,32.72,0.0,34.52,0.0,303.0,1.0,0.0,452.0,4
2021-04-05,46.94,0.0,33.08,8.9,52.519999999999996,0.0,48.92,0.0,498.0,0.0,1.0,616.0,0
2021-04-06,47.480000000000004,0.0,39.019999999999996,1.3,54.14,0.0,51.44,0.0,294.0,0.0,3.0,321.0,1
2021-04-07,51.980000000000004,0.0,46.94,0.3,56.120000000000005,0.0,44.96,0.0,171.0,1.0,1.0,504.0,2
2021-04-08,55.94,0.0,51.980000000000004,0.0,56.66,0.0,51.980000000000004,0.0,143.0,2.0,1.0,465.0,3
2021-04-09,61.879999999999995,0.0,53.96,0.0,55.4,0.0,50.54,0.0,342.0,2.0,2.0,473.0,4
2021-04-12,57.379999999999995,0.0,48.92,0.5,49.1,0.0,45.5,1.0,610.0,0.0,0.0,334.0,0
2021-04-13,53.96,0.0,48.92,0.0,51.44,0.0,46.4,0.0,234.0,1.0,3.0,209.0,1
2021-04-14,59.36,0.0,44.6,0.0,57.379999999999995,0.0,48.92,0.0,371.0,3.0,4.0,435.0,2
2021-04-15,48.019999999999996,17.0,47.480000000000004,0.0,48.92,36.8,48.379999999999995,0.0,153.0,4.0,2.0,416.0,3
2021-04-16,38.480000000000004,14.0,35.96,2.3,38.66,17.5,39.92,61.7,234.0,2.0,5.0,431.0,4
2021-04-19,51.44,0.0,50.0,0.0,55.94,0.0,52.34,0.0,510.0,2.0,3.0,247.0,0
2021-04-20,48.92,0.0,47.480000000000004,0.0,55.94,0.0,57.019999999999996,0.0,119.0,0.0,1.0,150.0,1
2021-04-21,37.04,9.1,35.06,29.5,52.519999999999996,3.3,57.92,6.9,166.0,1.0,3.0,269.0,2
2021-04-22,33.98,0.3,26.6,2.5,38.84,0.0,42.44,0.3,173.0,1.0,0.0,263.0,3
2021-04-23,48.379999999999995,0.0,38.480000000000004,0.0,46.76,0.0,46.94,0.0,204.0,0.0,6.0,295.0,4
2021-04-26,39.92,0.0,36.5,3.0,49.1,0.0,48.379999999999995,0.0,546.0,1.0,0.0,158.0,0
2021-04-27,46.04,0.0,45.5,0.0,51.620000000000005,0.0,52.879999999999995,0.0,72.0,0.0,5.0,155.0,1
2021-04-28,54.5,13.5,52.519999999999996,0.0,59.72,0.8,56.480000000000004,5.8,177.0,3.0,2.0,276.0,2
2021-04-29,53.42,8.6,55.94,0.0,59.72,5.3,50.0,8.1,104.0,7.0,1.0,248.0,3
2021-04-30,45.86,21.3,42.980000000000004,22.6,57.92,0.0,55.4,5.3,198.0,3.0,3.0,237.0,4
2021-05-03,47.480000000000004,0.0,45.5,0.0,60.260000000000005,6.4,59.9,0.0,350.0,1.0,7.0,80.0,0
2021-05-04,50.54,0.5,52.519999999999996,0.0,55.04,20.3,49.46,27.2,129.0,0.0,4.0,127.0,1
2021-05-05,54.86,20.3,45.5,12.4,53.78,7.1,48.019999999999996,8.9,145.0,1.0,2.0,157.0,2
2021-05-06,49.46,0.0,41.54,1.8,55.760000000000005,0.0,55.04,1.0,198.0,1.0,6.0,194.0,3
2021-05-07,48.92,0.0,43.519999999999996,0.0,54.68,0.0,49.46,0.0,128.0,6.0,10.0,168.0,4
2021-05-10,56.480000000000004,1.0,51.980000000000004,0.0,52.519999999999996,16.0,53.96,8.9,264.0,0.0,1.0,74.0,0
2021-05-11,51.08,0.8,43.88,8.9,56.120000000000005,0.0,55.94,0.0,109.0,0.0,7.0,23.0,1
2021-05-12,53.42,1.3,46.4,3.3,53.42,0.0,54.5,0.0,45.0,1.0,8.0,140.0,2
2021-05-13,55.94,0.0,50.0,0.0,55.760000000000005,0.0,54.5,0.0,152.0,0.0,5.0,82.0,3
2021-05-14,60.44,0.0,55.94,0.0,58.64,0.0,59.54,0.0,143.0,0.0,4.0,50.0,4
2021-05-17,64.4,0.0,59.0,0.0,63.5,0.0,60.980000000000004,0.0,160.0,0.0,11.0,33.0,0
2021-05-18,68.0,0.0,60.980000000000004,0.0,67.1,0.0,65.47999999999999,0.0,36.0,0.0,9.0,53.0,1
2021-05-19,66.92,0.0,59.36,0.0,72.32,0.0,65.84,0.0,46.0,2.0,1.0,66.0,2
2021-05-20,74.47999999999999,0.0,60.980000000000004,0.0,66.02000000000001,0.0,60.44,0.0,73.0,0.0,4.0,76.0,3
2021-05-21,79.52000000000001,0.0,66.38,4.6,65.66,0.0,65.47999999999999,0.0,37.0,2.0,1.0,77.0,4
2021-05-24,57.56,0.0,50.9,0.0,61.519999999999996,0.0,58.46,0.0,120.0,0.0,6.0,36.0,0
2021-05-25,68.36,0.0,58.46,0.0,61.879999999999995,0.0,62.42,0.0,64.0,0.0,1.0,38.0,1
2021-05-26,78.08,2.5,73.03999999999999,0.0,71.78,12.4,74.47999999999999,0.0,26.0,1.0,7.0,72.0,2
2021-05-27,59.0,0.0,52.879999999999995,0.0,70.7,1.0,73.4,5.8,58.0,0.0,0.0,29.0,3
2021-05-28,46.94,0.0,43.519999999999996,0.0,57.379999999999995,31.0,59.0,0.5,44.0,1.0,7.0,59.0,4
2021-06-01,61.879999999999995,0.3,57.92,0.0,60.44,0.0,60.44,0.0,63.0,0.0,1.0,44.0,1
2021-06-02,68.0,0.0,62.96,0.0,66.02000000000001,0.0,66.02000000000001,0.0,40.0,0.0,1.0,13.0,2
2021-06-03,66.92,0.0,62.06,2.0,64.4,0.0,66.02000000000001,0.0,26.0,0.0,1.0,52.0,3
2021-06-04,73.94,0.5,67.46000000000001,0.0,70.52000000000001,0.3,71.42,0.5,30.0,0.0,0.0,27.0,4
2021-06-07,82.94,0.0,80.06,0.0,81.68,0.0,80.42,0.0,54.0,1.0,0.0,15.0,0
2021-06-08,80.42,0.0,78.97999999999999,1.8,78.44,15.0,82.4,1.5,26.0,2.0,0.0,26.0,1
2021-06-09,75.92,7.1,67.46000000000001,1.8,78.62,0.0,78.97999999999999,1.0,36.0,0.0,0.0,14.0,2
2021-06-10,66.38,0.0,55.04,0.0,74.3,0.0,66.02000000000001,0.0,4.0,0.0,0.0,15.0,3
2021-06-11,64.4,0.0,57.019999999999996,0.0,65.3,0.0,57.92,0.0,3.0,1.0,0.0,15.0,4
2021-06-14,66.92,13.7,64.94,0.0,64.22,26.7,63.86,13.0,31.0,0.0,1.0,9.0,0
2021-06-15,68.0,9.4,60.44,12.7,69.25999999999999,0.0,69.44,0.0,15.0,0.0,2.0,11.0,1
2021-06-16,61.519999999999996,0.0,57.379999999999995,0.3,67.1,0.0,65.47999999999999,0.0,7.0,0.0,2.0,16.0,2
2021-06-17,64.03999999999999,0.0,57.92,0.0,64.75999999999999,0.0,62.42,0.0,9.0,0.0,0.0,6.0,3
2021-06-18,66.02000000000001,0.3,62.96,0.0,67.46000000000001,0.0,66.38,0.0,14.0,0.0,0.0,24.0,4
2021-06-21,79.34,7.4,70.88,0.5,77.0,0.3,77.0,0.0,17.0,0.0,2.0,8.0,0
2021-06-22,62.96,0.0,61.879999999999995,2.3,69.97999999999999,4.1,75.56,24.6,12.0,0.0,1.0,8.0,1
2021-06-23,60.44,0.0,56.480000000000004,0.0,63.14,0.0,63.5,2.0,8.0,0.0,0.0,18.0,2
2021-06-24,65.47999999999999,0.0,59.36,0.0,64.03999999999999,0.0,62.96,0.0,43.0,0.0,0.0,20.0,3
2021-06-25,72.5,0.0,58.46,0.0,65.66,0.0,63.5,11.4,48.0,0.0,1.0,17.0,4
2021-06-28,84.38,1.8,77.0,1.0,82.58,0.0,82.4,0.0,28.0,0.0,0.0,11.0,0
2021-06-29,83.47999999999999,0.0,76.46000000000001,0.0,85.64,8.4,84.92,0.0,10.0,0.0,1.0,16.0,1
2021-06-30,77.36,8.6,74.84,6.6,83.47999999999999,13.0,84.92,5.8,16.0,0.0,0.0,18.0,2
2021-07-01,71.96000000000001,0.0,65.47999999999999,0.0,74.47999999999999,6.4,77.0,12.2,1.0,0.0,0.0,14.0,3
2021-07-02,64.94,7.9,55.4,0.0,67.1,60.5,64.94,54.4,23.0,0.0,1.0,26.0,4
2021-07-05,68.53999999999999,0.0,61.34,0.0,65.3,0.0,65.47999999999999,0.5,0.0,0.0,0.0,0.0,0
2021-07-06,79.52000000000001,2.0,65.47999999999999,1.0,75.38,29.2,77.0,0.0,45.0,1.0,0.0,51.0,1
2021-07-07,66.38,0.0,63.5,0.0,76.64,15.5,78.97999999999999,27.4,23.0,0.0,0.0,27.0,2
2021-07-08,64.94,8.6,55.94,4.6,69.44,25.1,68.0,18.5,12.0,0.0,0.0,18.0,3
2021-07-09,68.36,4.1,59.9,37.3,70.88,30.0,67.46000000000001,49.8,39.0,0.0,0.0,32.0,4
2021-07-12,73.94,0.0,68.0,0.0,67.1,20.3,68.0,38.4,20.0,0.0,0.0,54.0,0
2021-07-13,70.34,13.0,64.03999999999999,0.0,68.72,1.0,64.94,0.3,54.0,0.0,1.0,53.0,1
2021-07-14,77.0,5.1,61.879999999999995,1.5,74.66,13.0,72.5,0.0,57.0,0.0,0.0,45.0,2
2021-07-15,77.0,0.0,71.42,0.0,77.72,0.0,76.46000000000001,0.0,34.0,0.0,0.0,38.0,3
2021-07-16,73.4,0.0,68.36,9.1,80.6,2.3,81.5,3.6,55.0,0.0,0.0,46.0,4
2021-07-19,72.86,1.0,66.02000000000001,0.0,71.78,1.0,68.0,0.8,125.0,0.0,0.0,147.0,0
2021-07-20,73.03999999999999,31.5,68.9,0.0,75.02000000000001,0.0,73.4,0.0,59.0,0.0,3.0,82.0,1
2021-07-21,63.5,1.5,59.0,12.2,75.02000000000001,0.0,72.5,2.5,65.0,0.0,1.0,94.0,2
2021-07-22,66.92,0.0,62.96,0.0,71.42,0.0,70.88,4.6,112.0,1.0,5.0,96.0,3
2021-07-23,69.44,0.0,62.96,0.8,71.96000000000001,0.0,69.44,4.3,73.0,1.0,0.0,114.0,4
2021-07-26,75.92,0.0,71.06,0.5,77.72,0.0,77.53999999999999,0.0,170.0,1.0,0.0,270.0,0
2021-07-27,68.9,5.6,64.03999999999999,0.0,76.64,2.0,75.92,6.9,90.0,0.0,1.0,129.0,1
2021-07-28,66.92,0.0,60.980000000000004,0.0,71.42,0.0,68.0,11.4,110.0,3.0,0.0,123.0,2
2021-07-29,64.4,0.3,59.9,2.0,70.16,5.1,69.44,0.0,108.0,0.0,0.0,153.0,3
2021-07-30,66.02000000000001,8.4,59.36,2.8,73.58,0.0,71.96000000000001,4.3,122.0,0.0,2.0,188.0,4
2021-08-02,65.84,5.1,59.54,13.5,70.34,0.0,69.44,0.0,390.0,0.0,0.0,372.0,0
2021-08-03,66.56,0.0,63.5,0.0,66.74000000000001,0.0,65.47999999999999,0.0,110.0,0.0,1.0,203.0,1
2021-08-04,69.44,0.0,68.0,0.0,67.28,0.0,68.9,1.8,149.0,0.0,6.0,193.0,2
2021-08-05,72.86,0.0,64.4,3.0,69.44,0.0,64.94,85.9,186.0,2.0,0.0,217.0,3
2021-08-06,73.94,0.0,71.42,0.0,74.84,0.0,73.94,0.5,198.0,2.0,4.0,205.0,4
2021-08-09,79.52000000000001,0.0,68.0,0.0,75.02000000000001,0.0,70.34,14.7,409.0,4.0,0.0,503.0,0
2021-08-10,79.52000000000001,0.0,68.36,0.0,74.66,0.0,70.88,15.7,58.0,0.0,3.0,223.0,1
2021-08-11,82.4,8.4,66.92,0.0,80.96000000000001,0.0,77.36,0.0,279.0,0.0,2.0,298.0,2
2021-08-12,81.5,0.0,78.44,0.0,83.47999999999999,10.9,82.4,0.0,216.0,0.0,6.0,253.0,3
2021-08-13,80.96000000000001,0.0,79.88,0.0,80.06,7.1,82.4,0.0,119.0,0.0,11.0,243.0,4
2021-08-16,66.02000000000001,0.0,64.4,0.0,69.08,0.0,68.0,0.0,388.0,0.0,0.0,595.0,0
2021-08-17,66.02000000000001,2.8,68.0,0.0,71.96000000000001,0.0,71.96000000000001,0.0,266.0,1.0,7.0,252.0,1
2021-08-18,74.47999999999999,0.5,70.88,16.8,74.66,0.0,77.9,0.0,138.0,0.0,6.0,276.0,2
2021-08-19,73.4,22.9,71.42,0.0,75.74000000000001,87.9,77.36,14.5,139.0,1.0,6.0,236.0,3
2021-08-20,79.52000000000001,0.0,75.38,0.0,75.92,0.5,73.94,0.3,118.0,0.0,1.0,286.0,4
2021-08-23,78.44,0.0,68.9,2.3,71.42,33.0,75.92,0.3,453.0,0.0,0.0,667.0,0
2021-08-24,79.52000000000001,0.0,75.92,0.0,76.64,0.0,76.46000000000001,31.8,188.0,1.0,17.0,245.0,1
2021-08-25,77.9,0.0,75.92,0.0,77.9,0.0,78.44,0.0,124.0,1.0,8.0,307.0,2
2021-08-26,83.47999999999999,0.0,78.44,0.0,80.06,0.0,80.96000000000001,0.0,202.0,2.0,8.0,302.0,3
2021-08-27,69.97999999999999,0.0,64.03999999999999,0.0,80.78,0.0,80.42,0.0,224.0,1.0,6.0,299.0,4
2021-08-30,76.46000000000001,5.8,65.84,1.8,75.56,0.0,75.92,0.0,339.0,2.0,0.0,753.0,0
2021-08-31,71.96000000000001,0.0,68.0,0.0,74.84,0.0,74.47999999999999,0.0,307.0,1.0,9.0,292.0,1
2021-09-01,64.4,0.0,62.06,0.0,66.56,103.4,66.56,4.1,266.0,0.0,37.0,301.0,2
2021-09-02,63.5,0.5,58.46,5.3,64.03999999999999,30.5,64.4,95.0,185.0,0.0,3.0,292.0,3
2021-09-03,64.94,0.0,59.0,2.0,62.78,0.0,62.42,0.0,196.0,1.0,30.0,291.0,4
2021-09-07,66.02000000000001,0.0,59.36,0.0,66.56,0.0,68.0,0.0,385.0,1.0,0.0,960.0,1
2021-09-08,72.86,24.1,63.5,0.0,70.16,0.0,71.96000000000001,0.0,219.0,0.0,4.0,260.0,2
2021-09-09,67.46000000000001,0.0,62.42,35.3,71.42,3.8,70.88,8.1,136.0,0.0,1.0,364.0,3
2021-09-10,59.9,0.5,58.46,13.0,66.92,0.0,68.53999999999999,0.0,151.0,4.0,2.0,307.0,4
